,name,company,year,Price,kms_driven,fuel_type
373,Maruti Suzuki Eeco,Maruti,2013,0.08469055374592833,0.17500000000000002,LPG
374,Toyota Fortuner 3.0,Toyota,2015,0.48697068403908794,0.30000000000000004,Diesel
375,Mahindra XUV500 W6,Mahindra,2013,0.1690228013029316,0.12450000000000001,Diesel
376,Tata Tigor Revotron,Tata,2019,0.20195439739413681,0.00025,Diesel
377,Maruti Suzuki 800,Maruti,2001,0.008143322475570033,0.20469,Petrol
378,Maruti Suzuki Ertiga,Maruti,2015,0.16938110749185667,0.18750000000000003,Petrol
379,Honda Mobilio S,Honda,2014,0.12019543973941368,0.11000000000000001,Diesel
380,Maruti Suzuki Ertiga,Maruti,2016,0.2280130293159609,0.1375,Diesel
381,Maruti Suzuki Vitara,Maruti,2017,0.2263843648208469,0.09000000000000001,Diesel
382,Hyundai Verna 1.6,Hyundai,2016,0.05374592833876221,0.14,Diesel
383,Maruti Suzuki Swift,Maruti,2007,0.03257328990228013,0.155,Petrol
384,Maruti Suzuki Omni,Maruti,2014,0.052117263843648204,0.015050000000000001,Petrol
385,Honda Amaze,Honda,2013,0.07166123778501628,0.13925,Diesel
386,Tata Indica,Tata,2005,0.016286644951140065,0.10500000000000001,Petrol
387,Hyundai Santro Xing,Hyundai,2003,0.02931596091205212,0.125,Petrol
388,Maruti Suzuki Zen,Maruti,2010,0.03876221498371335,0.08750000000000001,Petrol
389,Maruti Suzuki Wagon,Maruti,2014,0.07166123778501628,0.046250000000000006,Petrol
390,Maruti Suzuki Wagon,Maruti,2007,0.02931596091205212,0.0175,Petrol
391,Honda Brio VX,Honda,2017,0.13680781758957655,0.027500000000000004,Petrol
392,Maruti Suzuki Zen,Maruti,2003,0.02280097719869707,0.1325,Petrol
393,Maruti Suzuki Zen,Maruti,2008,0.03420195439739414,0.0575,Petrol
394,Maruti Suzuki Wagon,Maruti,2016,0.06351791530944625,0.08875000000000001,Diesel
395,Maruti Suzuki Alto,Maruti,2010,0.022475570032573288,0.055335,Petrol
396,Renault Kwid RXT,Renault,2019,0.11074918566775244,0.0025,Petrol
397,Tata Nano Lx,Tata,2010,0.007166123778501628,0.022500000000000003,Petrol
398,Jaguar XE XE,Jaguar,2016,0.9022801302931596,0.02125,Petrol
399,Hyundai Eon Magna,Hyundai,2014,0.052117263843648204,0.08750000000000001,Petrol
400,Honda City 1.5,Honda,2014,0.1527687296416938,0.05500000000000001,Petrol
401,Hindustan Motors Ambassador,Hindustan,2002,0.019543973941368076,0.0625,Diesel
402,Maruti Suzuki Ritz,Maruti,2010,0.03876221498371335,0.1,Petrol
403,Hyundai Grand i10,Hyundai,2017,0.12052117263843648,0.05,Petrol
404,Hyundai Eon D,Hyundai,2016,0.02931596091205212,0.21750000000000003,Petrol
405,Maruti Suzuki Swift,Maruti,2015,0.07166123778501628,0.1375,Petrol
406,Maruti Suzuki Wagon,Maruti,2017,0.11237785016286644,0.0575,Petrol
407,Honda Amaze 1.2,Honda,2014,0.11433224755700326,0.015000000000000001,Petrol
408,Maruti Suzuki Estilo,Maruti,2013,0.04885993485342019,0.1625,Petrol
409,Maruti Suzuki Vitara,Maruti,2016,0.1791530944625407,0.0625,Diesel
410,Maruti Suzuki Eeco,Maruti,2015,0.08078175895765471,0.0975,Petrol
411,Hyundai Creta 1.6,Hyundai,2016,0.31596091205211724,0.02,Petrol
412,Mahindra Scorpio Vlx,Mahindra,2013,0.21498371335504884,0.18750000000000003,Diesel
413,Maruti Suzuki Ertiga,Maruti,2012,0.1465798045602606,0.1275,Diesel
414,Mitsubishi Lancer 1.8,Mitsubishi,2006,0.017915309446254073,0.125,Petrol
415,Maruti Suzuki Maruti,Maruti,2001,0.0032573289902280127,0.18750000000000003,Petrol
416,Maruti Suzuki Alto,Maruti,2015,0.019543973941368076,0.1395,Petrol
417,Hyundai Grand i10,Hyundai,2015,0.10097719869706841,0.1325,Petrol
418,Hyundai Eon D,Hyundai,2018,0.07491856677524429,0.0625,Petrol
419,Ford Fiesta SXi,Ford,2009,0.07166123778501628,0.14100000000000001,Petrol
420,Maruti Suzuki Ritz,Maruti,2010,0.04885993485342019,0.1804,Diesel
421,Hyundai Verna Fluidic,Hyundai,2012,0.10423452768729641,0.025,Diesel
422,Maruti Suzuki Wagon,Maruti,2006,0.0195442996742671,0.12000000000000001,Petrol
423,Maruti Suzuki Estilo,Maruti,2007,0.027687296416938113,0.09000000000000001,Petrol
424,Audi A6 2.0,Audi,2012,0.5110749185667752,0.02875,Diesel
425,Maruti Suzuki Wagon,Maruti,2003,0.03257328990228013,0.3325,Petrol
426,Maruti Suzuki Wagon,Maruti,2009,0.042019543973941365,0.0675,Petrol
427,Maruti Suzuki Wagon,Maruti,2009,0.042345276872964174,0.08750000000000001,Petrol
428,Maruti Suzuki Alto,Maruti,2010,0.026058631921824105,0.1375,Petrol
429,Maruti Suzuki Baleno,Maruti,2016,0.12866449511400652,0.1,Petrol
430,Hyundai Verna 1.6,Hyundai,2019,0.28338762214983715,0.005,Petrol
431,Maruti Suzuki Swift,Maruti,2009,0.03908794788273616,0.1125,Petrol
432,Hyundai Getz Prime,Hyundai,2009,0.026058631921824105,0.05,Petrol
433,Hyundai Santro,Hyundai,2000,0.007165798045602606,0.22000000000000003,Petrol
434,Hyundai Getz Prime,Hyundai,2009,0.027687296416938113,0.05,Petrol
435,Chevrolet Beat PS,Chevrolet,2012,0.06026058631921824,0.163555,Diesel
436,Ford EcoSport Trend,Ford,2017,0.1791530944625407,0.025,Petrol
437,Maruti Suzuki Dzire,Maruti,2013,0.11400651465798045,0.08750000000000001,Petrol
438,Hyundai Fluidic Verna,Hyundai,2013,0.10423452768729641,0.29250000000000004,Diesel
439,Tata Indica V2,Tata,2005,0.0016286644951140055,0.37500000000000006,Diesel
440,BMW X1 xDrive20d,BMW,2011,0.36482084690553745,0.18000000000000002,Diesel
441,Hyundai i20 Asta,Hyundai,2010,0.08794788273615635,0.026875000000000003,Petrol
442,Honda City 1.5,Honda,2009,0.07785016286644951,0.1375,Petrol
443,Tata Nano,Tata,2013,0.00977198697068404,0.017,Petrol
